city,city_ascii,state_id,state_name,county_name,county_fips,zip,lat,lng,population,source,id
La Tour,La Tour,MO,Missouri,Johnson,29101,64747,38.6346414,-94.1019022,62,polygon,1840025644
East Enterprise,East Enterprise,IN,Indiana,Switzerland,18155,47043,38.8728383,-84.9880062,148,polygon,1840025645
Florence,Florence,IN,Indiana,Switzerland,18155,47020 47038,38.7842295,-84.924393,80,polygon,1840025646
Canaan,Canaan,IN,Indiana,Jefferson,18077,47250,38.8667247,-85.2957906,90,polygon,1840025647
Deputy,Deputy,IN,Indiana,Jefferson,18077,47230,38.7942238,-85.6532986,86,polygon,1840025648
Kent,Kent,IN,Indiana,Jefferson,18077,47250,38.7378365,-85.5399613,70,polygon,1840025649
Bartow,Bartow,WV,West Virginia,Pocahontas,54075,24920,38.5412272,-79.7842238,111,polygon,1840025650
Cass,Cass,WV,West Virginia,Pocahontas,54075,24927,38.396785,-79.9147826,52,polygon,1840025651
Frank,Frank,WV,West Virginia,Pocahontas,54075,26264 24920,38.548449,-79.8056138,90,polygon,1840025652
Green Bank,Green Bank,WV,West Virginia,Pocahontas,54075,24915 24944,38.4201186,-79.8314461,143,polygon,1840025653
Huntersville,Huntersville,WV,West Virginia,Pocahontas,54075,24954,38.1887328,-80.0161727,73,polygon,1840025654
Bergoo,Bergoo,WV,West Virginia,Webster,54101,26298,38.4864989,-80.3006326,94,polygon,1840025655
Buckhorn,Buckhorn,CA,California,Amador,06005,95666 95644,38.452158,-120.52854,2429,polygon,1840025656
River Pines,River Pines,CA,California,Amador,06005,95675,38.5462958,-120.7440998,379,polygon,1840025657
Big Chimney,Big Chimney,WV,West Virginia,Kanawha,54039,25302,38.4056531,-81.5356778,627,polygon,1840025658
Chelyan,Chelyan,WV,West Virginia,Kanawha,54039,25035,38.195381,-81.4909497,776,polygon,1840025659
Rand,Rand,WV,West Virginia,Kanawha,54039,25306,38.2826001,-81.5623425,1631,polygon,1840025660
Shrewsbury,Shrewsbury,WV,West Virginia,Kanawha,54039,25015,38.2062143,-81.471505,652,polygon,1840025661
Lesage,Lesage,WV,West Virginia,Cabell,54011,25702 25537,38.5064731,-82.2984823,1358,polygon,1840025662
Salt Rock,Salt Rock,WV,West Virginia,Cabell,54011,25559,38.3231434,-82.2209772,388,polygon,1840025663
Hartwell,Hartwell,MO,Missouri,Henry,29083,64788,38.4352964,-93.934662,16,polygon,1840025664
Belva,Belva,WV,West Virginia,Nicholas,54067,26656,38.2312172,-81.192053,95,polygon,1840025665
Birch River,Birch River,WV,West Virginia,Nicholas,54067,26610,38.4987149,-80.7550982,107,polygon,1840025666
Dixie,Dixie,WV,West Virginia,Nicholas,54067,25059,38.250939,-81.1931645,291,polygon,1840025667
Fenwick,Fenwick,WV,West Virginia,Nicholas,54067,26202,38.228725,-80.5823099,116,polygon,1840025668
Nettie,Nettie,WV,West Virginia,Nicholas,54067,26681,38.2184464,-80.6859251,568,polygon,1840025669
Tioga,Tioga,WV,West Virginia,Nicholas,54067,26691,38.420385,-80.656204,98,polygon,1840025670
Opdyke,Opdyke,IL,Illinois,Jefferson,17081,62872,38.2597711,-88.7906167,254,polygon,1840025671
Cold Springs,Cold Springs,CA,California,Tuolumne,06109,95335,38.1624181,-120.053241,181,polygon,1840025672
Crum,Crum,WV,West Virginia,Wayne,54099,25669,37.90565,-82.4459823,182,polygon,1840025673
Lavalette,Lavalette,WV,West Virginia,Wayne,54099,25535,38.3228619,-82.4468201,1073,polygon,1840025674
Prichard,Prichard,WV,West Virginia,Wayne,54099,25555,38.2400841,-82.5984911,527,polygon,1840025675
Beards Fork,Beards Fork,WV,West Virginia,Fayette,54019,25173,38.0637201,-81.2273292,199,polygon,1840025676
Boomer,Boomer,WV,West Virginia,Fayette,54019,25031,38.1506622,-81.2873325,615,polygon,1840025677
Glen Ferris,Glen Ferris,WV,West Virginia,Fayette,54019,25090,38.153163,-81.2148303,203,polygon,1840025678
Glen Jean,Glen Jean,WV,West Virginia,Fayette,54019,25846,37.9265014,-81.1501017,210,polygon,1840025679
Hico,Hico,WV,West Virginia,Fayette,54019,25854,38.1173327,-81.0056551,272,polygon,1840025680
Kincaid,Kincaid,WV,West Virginia,Fayette,54019,25119,38.0406645,-81.2701079,260,polygon,1840025681
Minden,Minden,WV,West Virginia,Fayette,54019,25879,37.9759452,-81.1195459,250,polygon,1840025682
Page,Page,WV,West Virginia,Fayette,54019,25152,38.0528865,-81.2698303,224,polygon,1840025683
Prince,Prince,WV,West Virginia,Fayette,54019,25907,37.8590038,-81.0537081,116,polygon,1840025684
Scarbro,Scarbro,WV,West Virginia,Fayette,54019,25917,37.9531674,-81.1656582,486,polygon,1840025685
Comfort,Comfort,WV,West Virginia,Boone,54005,25049,38.1303804,-81.6156735,306,polygon,1840025686
Greenview,Greenview,WV,West Virginia,Boone,54005,25053,37.9942695,-81.8156765,378,polygon,1840025687
Racine,Racine,WV,West Virginia,Boone,54005,25165 25024,38.1420461,-81.6603973,256,polygon,1840025688
Van,Van,WV,West Virginia,Boone,54005,25206,37.9712158,-81.7109504,211,polygon,1840025689
Elk Creek,Elk Creek,KY,Kentucky,Spencer,21215,40023 40071,38.1003434,-85.3710657,1539,polygon,1840025690
Mulkeytown,Mulkeytown,IL,Illinois,Franklin,17055,62865,37.9708835,-89.1114662,175,polygon,1840025691
Grayhawk,Grayhawk,MO,Missouri,Sainte Genevieve,29186,63670,37.9309862,-90.2390149,525,polygon,1840025692
Ozora,Ozora,MO,Missouri,Sainte Genevieve,29186,63673,37.8644979,-90.0345574,183,polygon,1840025693
Weingarten,Weingarten,MO,Missouri,Sainte Genevieve,29186,63670,37.887553,-90.2145632,133,polygon,1840025694
Doe Run,Doe Run,MO,Missouri,Saint Francois,29187,63601 63637,37.7428288,-90.4976236,915,polygon,1840025695
Frankclay,Frankclay,MO,Missouri,Saint Francois,29187,63601,37.8617172,-90.6151267,221,polygon,1840025696
Terre du Lac,Terre du Lac,MO,Missouri,Saint Francois,29187,63628,37.9117174,-90.6254052,2320,polygon,1840025697
Wortham,Wortham,MO,Missouri,Saint Francois,29187,63601,37.8444949,-90.6087375,275,polygon,1840025698
Cowan,Cowan,CA,California,Stanislaus,06099,95358,37.5599133,-120.9890625,318,polygon,1840025699
Amherstdale,Amherstdale,WV,West Virginia,Logan,54045,25606 25607,37.7853849,-81.809284,350,polygon,1840025700
Big Creek,Big Creek,WV,West Virginia,Logan,54045,25505,38.0042658,-82.0401298,237,polygon,1840025701
Henlawson,Henlawson,WV,West Virginia,Logan,54045,25624,37.9023246,-81.988181,442,polygon,1840025702
Kistler,Kistler,WV,West Virginia,Logan,54045,25628,37.7562183,-81.8601187,528,polygon,1840025703
Monaville,Monaville,WV,West Virginia,Logan,54045,25601,37.8120488,-81.9948465,309,polygon,1840025704
Sarah Ann,Sarah Ann,WV,West Virginia,Logan,54045,25644 25638,37.7112176,-81.987345,345,polygon,1840025705
Verdunville,Verdunville,WV,West Virginia,Logan,54045,25649,37.8445469,-82.0551283,687,polygon,1840025706
Bolt,Bolt,WV,West Virginia,Raleigh,54081,25817,37.7623349,-81.4123267,548,polygon,1840025707
Eccles,Eccles,WV,West Virginia,Raleigh,54081,25801 25836,37.7831692,-81.265936,362,polygon,1840025708
Ghent,Ghent,WV,West Virginia,Raleigh,54081,25843,37.6170613,-81.1148177,457,polygon,1840025709
Glen White,Glen White,WV,West Virginia,Raleigh,54081,25849,37.7303919,-81.2798243,266,polygon,1840025710
Helen,Helen,WV,West Virginia,Raleigh,54081,25921 25853,37.6348366,-81.3139909,219,polygon,1840025711
Justice,Justice,WV,West Virginia,Mingo,54059,24851 25621,37.5887208,-81.8353943,412,polygon,1840025712
Harrison,Harrison,IL,Illinois,Jackson,17077,62966,37.7967175,-89.337033,970,polygon,1840025713
Biehle,Biehle,MO,Missouri,Perry,29157,63775,37.6053309,-89.8412156,48,polygon,1840025714
Brewer,Brewer,MO,Missouri,Perry,29157,63775,37.7808871,-89.9253884,374,polygon,1840025715
Bennett Springs,Bennett Springs,MO,Missouri,Laclede,29105,65536,37.7269838,-92.8557372,130,polygon,1840025716
Crab Orchard,Crab Orchard,IL,Illinois,Williamson,17199,62959,37.7292162,-88.8042303,333,polygon,1840025717
Bud,Bud,WV,West Virginia,Wyoming,54109,25882 24716 24726,37.5376145,-81.3792689,487,polygon,1840025718
Corinne,Corinne,WV,West Virginia,Wyoming,54109,25882 25810 25826,37.5728922,-81.3564911,362,polygon,1840025719
Glen Fork,Glen Fork,WV,West Virginia,Wyoming,54109,25845,37.6959454,-81.5289951,487,polygon,1840025720
Kopperston,Kopperston,WV,West Virginia,Wyoming,54109,24870 24854,37.7484444,-81.5695525,616,polygon,1840025721
Ahwahnee,Ahwahnee,CA,California,Madera,06039,93601 93644,37.3654982,-119.7262667,2246,polygon,1840025722
Bass Lake,Bass Lake,CA,California,Madera,06039,93604,37.3246665,-119.5662539,527,polygon,1840025723
Coarsegold,Coarsegold,CA,California,Madera,06039,93614,37.2621687,-119.7009834,1840,polygon,1840025724
Innsbrook,Innsbrook,VA,Virginia,Henrico,51087,23060 23233,37.6552358,-77.5775051,7753,polygon,1840025725
Irwin,Irwin,MO,Missouri,Barton,29011,64759,37.5886563,-94.2855035,69,polygon,1840025726
Cherokee Pass,Cherokee Pass,MO,Missouri,Madison,29123,63645,37.4894979,-90.3051171,235,polygon,1840025727
Mine La Motte,Mine La Motte,MO,Missouri,Madison,29123,63645,37.6156083,-90.289841,348,polygon,1840025728
Big Creek,Big Creek,CA,California,Fresno,06019,93605,37.2049456,-119.2459561,175,polygon,1840025729
Bartley,Bartley,WV,West Virginia,McDowell,54047,24813,37.3406684,-81.7376104,224,polygon,1840025730
Berwind,Berwind,WV,West Virginia,McDowell,54047,24815,37.268725,-81.6667753,278,polygon,1840025731
Crumpler,Crumpler,WV,West Virginia,McDowell,54047,24868,37.4248377,-81.3417681,204,polygon,1840025732
Cucumber,Cucumber,WV,West Virginia,McDowell,54047,24826,37.277892,-81.6267747,94,polygon,1840025733
Maybeury,Maybeury,WV,West Virginia,McDowell,54047,24861,37.3709489,-81.366491,234,polygon,1840025734
Pageton,Pageton,WV,West Virginia,McDowell,54047,24871,37.3492817,-81.4653823,187,polygon,1840025735
Roderfield,Roderfield,WV,West Virginia,McDowell,54047,24844 24881,37.4503901,-81.705666,188,polygon,1840025736
Montier,Montier,MO,Missouri,Shannon,29203,65438 65546,36.9869985,-91.5754179,98,polygon,1840025737
Chesapeake,Chesapeake,MO,Missouri,Lawrence,29109,65712,37.1169984,-93.681591,49,polygon,1840025738
Grayridge,Grayridge,MO,Missouri,Stoddard,29207,63846 63850,36.8242196,-89.780918,127,polygon,1840025739
Fremont,Fremont,MO,Missouri,Carter,29035,63941,36.9522742,-91.1642971,129,polygon,1840025740
Hunter,Hunter,MO,Missouri,Carter,29035,63937 63943,36.8906086,-90.8490124,168,polygon,1840025741
Pomona,Pomona,MO,Missouri,Howell,29091,65789,36.8672793,-91.914317,511,polygon,1840025742
South Fork,South Fork,MO,Missouri,Howell,29091,65775,36.6278394,-91.9626514,241,polygon,1840025743
Eagle Rock,Eagle Rock,MO,Missouri,Barry,29009,65641,36.5481243,-93.7543613,199,polygon,1840025744
Golden,Golden,MO,Missouri,Barry,29009,65658,36.5242346,-93.6538026,280,polygon,1840025745
Harviell,Harviell,MO,Missouri,Butler,29023,63945,36.6647784,-90.4723342,106,polygon,1840025746
Thomasville,Thomasville,MO,Missouri,Oregon,29149,65438,36.7892242,-91.5320847,68,polygon,1840025747
Fairdealing,Fairdealing,MO,Missouri,Ripley,29181,63939 63953 63945,36.6628345,-90.616783,676,polygon,1840025748
Oxly,Oxly,MO,Missouri,Ripley,29181,63955,36.5950582,-90.6876177,200,polygon,1840025749
Kissee Mills,Kissee Mills,MO,Missouri,Taney,29213,65653 65680,36.6836724,-93.0498995,1109,polygon,1840025750
Pontiac,Pontiac,MO,Missouri,Ozark,29153,65729,36.5156205,-92.603776,175,polygon,1840025751
Sundown,Sundown,MO,Missouri,Ozark,29153,65761,36.5664527,-92.6368328,48,polygon,1840025752
Wasola,Wasola,MO,Missouri,Ozark,29153,65773,36.7936698,-92.5757213,113,polygon,1840025753
West Goshen,West Goshen,CA,California,Tulare,06107,93291,36.3490261,-119.4516038,511,polygon,1840025754
Elgin,Elgin,TN,Tennessee,Scott,47151,37852 37732 37872,36.3322992,-84.6063302,282,polygon,1840025755
Robbins,Robbins,TN,Tennessee,Scott,47151,37852,36.3534105,-84.589385,287,polygon,1840025756
Fincastle,Fincastle,TN,Tennessee,Campbell,47013,37766,36.4098011,-84.0477006,1618,polygon,1840025757
Mooresburg,Mooresburg,TN,Tennessee,Hawkins,47073,37811,36.3464805,-83.2282266,941,polygon,1840025758
Clarkrange,Clarkrange,TN,Tennessee,Fentress,47049,38553,36.1834013,-85.0174564,575,polygon,1840025759
Grimsley,Grimsley,TN,Tennessee,Fentress,47049,38565 38556,36.2670133,-84.9843985,1167,polygon,1840025760
Lowgap,Lowgap,NC,North Carolina,Surry,37171,27024,36.5256863,-80.8672961,324,polygon,1840025761
Sunbury,Sunbury,NC,North Carolina,Gates,37073,27979,36.4409871,-76.611617,289,polygon,1840025762
Coinjock,Coinjock,NC,North Carolina,Currituck,37053,27917 27923,36.3429357,-75.9524225,335,polygon,1840025763
Moyock,Moyock,NC,North Carolina,Currituck,37053,27958,36.5245972,-76.1782677,3759,polygon,1840025764
Pinnacle,Pinnacle,NC,North Carolina,Stokes,37169,27043,36.3293051,-80.4331116,894,polygon,1840025765
South Mills,South Mills,NC,North Carolina,Camden,37029,27976,36.4457093,-76.3274397,454,polygon,1840025766
Ruffin,Ruffin,NC,North Carolina,Rockingham,37157,27326,36.4470824,-79.5439155,368,polygon,1840025767
Dodson Branch,Dodson Branch,TN,Tennessee,Jackson,47087,38501,36.3125598,-85.5321968,1074,polygon,1840025768
Hollister,Hollister,NC,North Carolina,Halifax,37083,27844,36.255984,-77.9358183,674,polygon,1840025769
Midway,Midway,AR,Arkansas,Baxter,05005,72651,36.3853444,-92.4618277,1084,polygon,1840025770
Grangeville,Grangeville,CA,California,Kings,06031,93230,36.3435612,-119.7087425,469,polygon,1840025771
Telford,Telford,TN,Tennessee,Washington,47179,37690,36.2489943,-82.5451479,921,polygon,1840025772
Hayward,Hayward,MO,Missouri,Pemiscot,29155,63873,36.3986753,-89.6700804,131,polygon,1840025773
Coalfield,Coalfield,TN,Tennessee,Morgan,47129,37719 37840 37748,36.0289661,-84.4207643,2463,polygon,1840025774
Petros,Petros,TN,Tennessee,Morgan,47129,37840 37845,36.0959109,-84.4424335,583,polygon,1840025775
Eva,Eva,TN,Tennessee,Benton,47005,38333,36.0645039,-88.0042004,293,polygon,1840025776
Andersonville,Andersonville,TN,Tennessee,Anderson,47001,37705,36.1986898,-84.0371392,472,polygon,1840025777
Efland,Efland,NC,North Carolina,Orange,37135,27243,36.0812507,-79.1691812,734,polygon,1840025778
Rougemont,Rougemont,NC,North Carolina,Durham,37063,27572,36.2184752,-78.926397,978,polygon,1840025779
Avon,Avon,NC,North Carolina,Dare,37055,27915,35.352123,-75.5104308,776,polygon,1840025780
Buxton,Buxton,NC,North Carolina,Dare,37055,27920,35.2676776,-75.5423746,1273,polygon,1840025781
Frisco,Frisco,NC,North Carolina,Dare,37055,27936,35.2351765,-75.6284903,200,polygon,1840025782
Hatteras,Hatteras,NC,North Carolina,Dare,37055,27943,35.2193424,-75.6901606,504,polygon,1840025783
Manns Harbor,Manns Harbor,NC,North Carolina,Dare,37055,27953,35.8857236,-75.7626787,821,polygon,1840025784
Rodanthe,Rodanthe,NC,North Carolina,Dare,37055,27968,35.5935134,-75.4679358,261,polygon,1840025785
Salvo,Salvo,NC,North Carolina,Dare,37055,27972,35.54018,-75.4729347,229,polygon,1840025786
Bowman,Bowman,TN,Tennessee,Cumberland,47035,38571,36.0611787,-85.0282909,302,polygon,1840025787
Hiddenite,Hiddenite,NC,North Carolina,Alexander,37003,28636,35.9037438,-81.0906356,536,polygon,1840025788
Southmont,Southmont,NC,North Carolina,Davidson,37057,27292,35.6679164,-80.2669972,1470,polygon,1840025789
Walland,Walland,TN,Tennessee,Blount,47009,37886,35.7281419,-83.8132305,259,polygon,1840025790
Wildwood,Wildwood,TN,Tennessee,Blount,47009,37804,35.8036958,-83.8712895,1098,polygon,1840025791
Bennett,Bennett,NC,North Carolina,Chatham,37037,27208,35.5654206,-79.5436361,282,polygon,1840025792
Gulf,Gulf,NC,North Carolina,Chatham,37037,27252 27330,35.5604272,-79.2816873,144,polygon,1840025793
Moncure,Moncure,NC,North Carolina,Chatham,37037,27559,35.6226512,-79.0783493,711,polygon,1840025794
Chesterfield,Chesterfield,TN,Tennessee,Henderson,47077,38351,35.6345139,-88.2669854,469,polygon,1840025795
Darden,Darden,TN,Tennessee,Henderson,47077,38351 38328,35.6381249,-88.2169835,399,polygon,1840025796
Archer Lodge,Archer Lodge,NC,North Carolina,Johnston,37101,27591 27527,35.6940442,-78.3755557,4292,polygon,1840025797
Phelan,Phelan,CA,California,San Bernardino,06071,92371,34.4261089,-117.572275,14304,polygon,1840025798
Piñon Hills,Pion Hills,CA,California,San Bernardino,06071,92371 92372,34.433331,-117.6467225,7272,polygon,1840025799
Lucerne Valley,Lucerne Valley,CA,California,San Bernardino,06071,92356,34.443889,-116.9678136,5811,polygon,1840025800
Baker,Baker,CA,California,San Bernardino,06071,92309,35.2649814,-116.0744571,735,polygon,1840025801
Fort Irwin,Fort Irwin,CA,California,San Bernardino,06071,92310,35.2627527,-116.6847524,8845,polygon,1840025802
Creston,Creston,CA,California,San Luis Obispo,06079,93432,35.5188604,-120.5237744,94,polygon,1840025803
Dennard,Dennard,AR,Arkansas,Van Buren,05141,72645 72629,35.7567444,-92.5246054,530,polygon,1840025804
Hagarville,Hagarville,AR,Arkansas,Johnson,05071,72839 72846,35.5156375,-93.3249015,129,polygon,1840025805
Bayview,Bayview,NC,North Carolina,Beaufort,37013,27808,35.4368328,-76.7918801,346,polygon,1840025806
Pinetown,Pinetown,NC,North Carolina,Beaufort,37013,27865,35.6104408,-76.8613327,155,polygon,1840025807
Tumbling Shoals,Tumbling Shoals,AR,Arkansas,Cleburne,05023,72581,35.5420227,-91.9673696,978,polygon,1840025808
Engelhard,Engelhard,NC,North Carolina,Hyde,37095,27824,35.5096158,-75.9960184,445,polygon,1840025809
Fairfield,Fairfield,NC,North Carolina,Hyde,37095,27826,35.5412792,-76.2243616,258,polygon,1840025810
Hillsboro,Hillsboro,TN,Tennessee,Coffee,47031,37342,35.4125782,-85.9702614,450,polygon,1840025811
New Union,New Union,TN,Tennessee,Coffee,47031,37355,35.5325752,-86.0808218,1431,polygon,1840025812
Maury,Maury,NC,North Carolina,Greene,37079,28554 28580,35.4821062,-77.5860822,1685,polygon,1840025813
Riceville,Riceville,TN,Tennessee,McMinn,47107,37370,35.3847951,-84.6929945,670,polygon,1840025814
Boys Ranch,Boys Ranch,TX,Texas,Oldham,48359,79010,35.531436,-102.2540841,282,polygon,1840025815
Caroleen,Caroleen,NC,North Carolina,Rutherford,37161,28043 28040 28114 28019,35.2809558,-81.7962123,652,polygon,1840025816
Cliffside,Cliffside,NC,North Carolina,Rutherford,37161,28114 28024,35.2381785,-81.7698229,611,polygon,1840025817
Henrietta,Henrietta,NC,North Carolina,Rutherford,37161,28114 28076,35.2578999,-81.7962126,461,polygon,1840025818
Iron Station,Iron Station,NC,North Carolina,Lincoln,37109,28080,35.4415237,-81.1561898,755,polygon,1840025819
Lone Oak,Lone Oak,TN,Tennessee,Sequatchie,47153,37377,35.2006269,-85.3641282,1206,polygon,1840025820
Pelham,Pelham,TN,Tennessee,Grundy,47061,37366 37324,35.3100795,-85.8808118,403,polygon,1840025821
Glenville,Glenville,NC,North Carolina,Jackson,37099,28736,35.1734296,-83.129311,110,polygon,1840025822
Aquadale,Aquadale,NC,North Carolina,Stanly,37167,28128,35.2273678,-80.2256167,397,polygon,1840025823
Gerton,Gerton,NC,North Carolina,Henderson,37089,28735,35.4792846,-82.3481715,254,polygon,1840025824
Center Ridge,Center Ridge,AR,Arkansas,Conway,05029,72027,35.3739685,-92.5629375,388,polygon,1840025825
Summertown,Summertown,TN,Tennessee,Lawrence,47099,38483,35.4347992,-87.3127914,866,polygon,1840025826
New Blaine,New Blaine,AR,Arkansas,Logan,05083,72851 72835,35.2895304,-93.4201836,174,polygon,1840025827
Olivet,Olivet,TN,Tennessee,Hardin,47071,38372,35.2142478,-88.2003134,1350,polygon,1840025828
Walnut Grove,Walnut Grove,TN,Tennessee,Hardin,47071,38372,35.0400842,-88.051145,396,polygon,1840025829
Flintville,Flintville,TN,Tennessee,Lincoln,47103,37335,35.0625857,-86.4197134,627,polygon,1840025830
Hobucken,Hobucken,NC,North Carolina,Pamlico,37137,28537,35.2457225,-76.5690939,129,polygon,1840025831
Marble,Marble,NC,North Carolina,Cherokee,37039,28905,35.175086,-83.9249052,321,polygon,1840025832
Potters Hill,Potters Hill,NC,North Carolina,Duplin,37061,28572,34.9687752,-77.7102527,481,polygon,1840025833
